year,price,transmission,mileage,fuel_type,engine_size,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol
2016,18790,Semi-Auto,25250.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2017,17300,Semi-Auto,27420.0,Diesel,1.6,0,0,0,1,1,0,0,0
2015,18498,Semi-Auto,29817.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,15298,Semi-Auto,59925.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2016,17400,Automatic,27036.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,15999,Semi-Auto,39195.0,Hybrid,2.1,0,0,0,1,0,1,0,0
2019,28995,Semi-Auto,5196.0,Diesel,2.0,0,0,0,1,1,0,0,0
2020,41999,Semi-Auto,4999.0,Petrol,3.0,0,0,0,1,0,0,0,1
2019,36999,Automatic,499.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,30500,Automatic,4999.0,Petrol,1.6,1,0,0,0,0,0,0,1
2018,21160,Semi-Auto,13800.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,26789,Semi-Auto,4680.0,Petrol,1.5,0,0,0,1,0,0,0,1
2014,20495,Automatic,10.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,29995,Semi-Auto,33977.0,Petrol,3.0,0,0,0,1,0,0,0,1
2017,16495,Semi-Auto,30807.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16995,Semi-Auto,30256.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,39995,Semi-Auto,9293.0,Petrol,3.0,0,0,0,1,0,0,0,1
2020,44995,Semi-Auto,250.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,23995,Automatic,33867.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,12999,Manual,18766.0,Petrol,2.0,0,1,0,0,0,0,0,1
2014,13390,Semi-Auto,43793.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,18299,Semi-Auto,8552.0,Petrol,2.0,0,0,0,1,0,0,0,1
2014,11000,Semi-Auto,71892.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,16617,Automatic,27080.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,22201,Semi-Auto,22318.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16999,Automatic,25448.0,Petrol,2.0,1,0,0,0,0,0,0,1
2018,23299,Semi-Auto,17000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,31499,Automatic,2206.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,29950,Automatic,4951.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,31799,Automatic,999.0,Petrol,1.5,1,0,0,0,0,0,0,1
2014,15990,Automatic,40997.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,18999,Automatic,24863.0,Petrol,2.0,1,0,0,0,0,0,0,1
2018,22595,Semi-Auto,14389.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,10290,Semi-Auto,79216.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,10700,Semi-Auto,58724.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,23890,Semi-Auto,8194.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,18481,Automatic,20179.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,8751,Semi-Auto,91046.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,11500,Manual,42918.0,Petrol,2.0,0,1,0,0,0,0,0,1
2017,23999,Automatic,32688.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,26999,Semi-Auto,6155.0,Diesel,2.0,0,0,0,1,1,0,0,0
2015,14999,Manual,42785.0,Diesel,2.1,0,1,0,0,1,0,0,0
2017,33499,Semi-Auto,30968.0,Petrol,3.0,0,0,0,1,0,0,0,1
2017,19999,Semi-Auto,9453.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,20799,Automatic,40355.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,31999,Automatic,999.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,31995,Automatic,999.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,28880,Automatic,8439.0,Diesel,2.0,1,0,0,0,1,0,0,0
2017,15450,Semi-Auto,36368.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,19995,Automatic,13071.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,31799,Semi-Auto,6805.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,23295,Semi-Auto,15312.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,18358,Automatic,39413.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,31009,Automatic,2900.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,29903,Automatic,1664.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,22995,Semi-Auto,4374.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,30845,Automatic,2065.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,46755,Automatic,168.0,Petrol,3.0,1,0,0,0,0,0,0,1
2019,30675,Automatic,1550.0,Diesel,2.0,1,0,0,0,1,0,0,0
2016,16215,Semi-Auto,43559.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,19394,Semi-Auto,14203.0,Petrol,1.5,0,0,0,1,0,0,0,1
2016,21995,Semi-Auto,18998.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,19545,Semi-Auto,32000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,18750,Semi-Auto,30000.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,20995,Semi-Auto,14800.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,16995,Manual,15000.0,Diesel,2.1,0,1,0,0,1,0,0,0
2017,23890,Semi-Auto,23479.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,18249,Automatic,36077.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,22479,Semi-Auto,30200.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,23825,Automatic,11135.0,Petrol,1.5,1,0,0,0,0,0,0,1
2017,17973,Semi-Auto,69791.0,Hybrid,2.1,0,0,0,1,0,1,0,0
2016,16991,Semi-Auto,28500.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,38596,Semi-Auto,2055.0,Petrol,3.0,0,0,0,1,0,0,0,1
2019,28382,Automatic,12585.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,24626,Automatic,14923.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,28896,Automatic,5044.0,Diesel,2.0,1,0,0,0,1,0,0,0
2018,23500,Automatic,4368.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,26995,Automatic,12725.0,Petrol,1.5,1,0,0,0,0,0,0,1
2018,21500,Automatic,15922.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,24750,Automatic,14788.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,31650,Automatic,7546.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,17750,Automatic,15500.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,19995,Semi-Auto,17560.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,26500,Automatic,6902.0,Petrol,1.5,1,0,0,0,0,0,0,1
2017,31692,Automatic,38545.0,Petrol,3.0,1,0,0,0,0,0,0,1
2016,22999,Semi-Auto,26673.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,26995,Semi-Auto,11209.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,22995,Automatic,20362.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,23995,Automatic,14952.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,20495,Semi-Auto,12505.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16495,Semi-Auto,28304.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,20495,Semi-Auto,13400.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,31276,Automatic,5999.0,Petrol,2.0,1,0,0,0,0,0,0,1
2018,27832,Automatic,11847.0,Diesel,2.0,1,0,0,0,1,0,0,0
2017,16202,Automatic,67665.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,16442,Automatic,58687.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,31650,Automatic,4216.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,21750,Automatic,15664.0,Petrol,2.0,1,0,0,0,0,0,0,1
2013,8991,Semi-Auto,47334.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16491,Semi-Auto,32434.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,25695,Semi-Auto,2000.0,Petrol,1.5,0,0,0,1,0,0,0,1
2020,29999,Semi-Auto,100.0,Diesel,2.0,0,0,0,1,1,0,0,0
2018,26690,Automatic,16132.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,25990,Automatic,13275.0,Diesel,2.0,1,0,0,0,1,0,0,0
2015,15849,Semi-Auto,44012.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,17999,Semi-Auto,18246.0,Petrol,2.0,0,0,0,1,0,0,0,1
2018,19998,Semi-Auto,11468.0,Petrol,2.0,0,0,0,1,0,0,0,1
2015,15990,Automatic,43120.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,21960,Semi-Auto,31639.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,16960,Automatic,21821.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,17441,Semi-Auto,49910.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,31741,Semi-Auto,13500.0,Petrol,3.0,0,0,0,1,0,0,0,1
2013,9991,Semi-Auto,66419.0,Petrol,1.6,0,0,0,1,0,0,0,1
2019,25122,Semi-Auto,13852.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,19762,Automatic,36047.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,23456,Automatic,26723.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,67940,Automatic,237.0,Petrol,4.0,1,0,0,0,0,0,0,1
2017,27526,Automatic,15958.0,Petrol,3.0,1,0,0,0,0,0,0,1
2015,16122,Semi-Auto,46522.0,Diesel,1.6,0,0,0,1,1,0,0,0
2019,41870,Automatic,7226.0,Diesel,2.0,1,0,0,0,1,0,0,0
2016,22991,Semi-Auto,9443.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,28672,Automatic,25048.0,Petrol,3.0,1,0,0,0,0,0,0,1
2015,12980,Semi-Auto,46500.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,20990,Semi-Auto,26675.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,23990,Automatic,11387.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,23990,Automatic,15257.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,23990,Automatic,14271.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,23290,Automatic,4693.0,Petrol,1.5,1,0,0,0,0,0,0,1
2018,23990,Automatic,12220.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,28990,Semi-Auto,17743.0,Diesel,2.0,0,0,0,1,1,0,0,0
2018,27990,Automatic,8400.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,26990,Semi-Auto,12043.0,Diesel,2.0,0,0,0,1,1,0,0,0
2018,25990,Automatic,12298.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,29990,Automatic,12986.0,Diesel,2.0,1,0,0,0,1,0,0,0
2016,17990,Semi-Auto,51300.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,17990,Semi-Auto,19627.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,23290,Automatic,23183.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,22290,Automatic,34587.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,9991,Manual,39187.0,Petrol,1.6,0,1,0,0,0,0,0,1
2016,17991,Automatic,29446.0,Petrol,2.0,1,0,0,0,0,0,0,1
2018,22032,Automatic,13558.0,Petrol,1.5,1,0,0,0,0,0,0,1
2018,28342,Semi-Auto,10025.0,Petrol,2.0,0,0,0,1,0,0,0,1
2018,28752,Semi-Auto,8786.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,23995,Automatic,14141.0,Petrol,1.5,1,0,0,0,0,0,0,1
2017,18299,Semi-Auto,36152.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,25499,Semi-Auto,13896.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,29999,Automatic,5283.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,26999,Semi-Auto,3218.0,Diesel,1.6,0,0,0,1,1,0,0,0
2019,30499,Semi-Auto,11159.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,25799,Automatic,7508.0,Diesel,2.0,1,0,0,0,1,0,0,0
2017,18999,Semi-Auto,9198.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,31299,Semi-Auto,4233.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,25390,Semi-Auto,7945.0,Petrol,1.6,0,0,0,1,0,0,0,1
2019,24290,Semi-Auto,5542.0,Petrol,1.6,0,0,0,1,0,0,0,1
2019,35991,Automatic,5376.0,Petrol,3.0,1,0,0,0,0,0,0,1
2019,35791,Automatic,2910.0,Diesel,2.0,1,0,0,0,1,0,0,0
2018,26492,Semi-Auto,28801.0,Diesel,2.1,0,0,0,1,1,0,0,0
2020,33991,Semi-Auto,1000.0,Diesel,2.0,0,0,0,1,1,0,0,0
2020,40991,Semi-Auto,1000.0,Diesel,2.0,0,0,0,1,1,0,0,0
2020,34991,Semi-Auto,1000.0,Petrol,2.0,0,0,0,1,0,0,0,1
2015,18736,Semi-Auto,27276.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,30492,Automatic,3592.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,27616,Automatic,5111.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,14441,Semi-Auto,49101.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,26396,Automatic,2638.0,Petrol,1.5,1,0,0,0,0,0,0,1
2016,21502,Semi-Auto,17109.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,25932,Semi-Auto,24420.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,32552,Semi-Auto,22914.0,Petrol,3.0,0,0,0,1,0,0,0,1
2019,31499,Automatic,3010.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,21749,Automatic,5184.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,28995,Automatic,4505.0,Diesel,2.0,1,0,0,0,1,0,0,0
2018,19995,Automatic,2077.0,Diesel,1.6,1,0,0,0,1,0,0,0
2019,36995,Automatic,100.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,37250,Automatic,3147.0,Diesel,2.0,1,0,0,0,1,0,0,0
2016,16750,Automatic,24909.0,Diesel,1.6,1,0,0,0,1,0,0,0
2018,23995,Automatic,14876.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,20490,Semi-Auto,50232.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,48990,Semi-Auto,800.0,Petrol,3.0,0,0,0,1,0,0,0,1
2019,32490,Automatic,2600.0,Diesel,2.0,1,0,0,0,1,0,0,0
2020,33990,Semi-Auto,100.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,28990,Automatic,5000.0,Petrol,1.6,1,0,0,0,0,0,0,1
2019,46390,Automatic,2750.0,Petrol,3.0,1,0,0,0,0,0,0,1
2019,37990,Automatic,2750.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,31990,Automatic,100.0,Diesel,2.0,1,0,0,0,1,0,0,0
2016,17590,Automatic,13020.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,17750,Semi-Auto,22090.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16860,Semi-Auto,33964.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,13100,Automatic,63955.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,19000,Semi-Auto,37956.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2017,23000,Semi-Auto,17125.0,Petrol,2.0,0,0,0,1,0,0,0,1
2018,19995,Semi-Auto,43288.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,19000,Semi-Auto,20070.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,18790,Semi-Auto,25441.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2018,18700,Automatic,28629.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,31999,Automatic,4999.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,30999,Automatic,4999.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,32495,Automatic,4999.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,32499,Automatic,2767.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,38999,Automatic,4300.0,Petrol,3.0,1,0,0,0,0,0,0,1
2019,28799,Automatic,3489.0,Petrol,1.6,1,0,0,0,0,0,0,1
2017,22995,Semi-Auto,38471.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,24999,Semi-Auto,14822.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,24999,Automatic,11574.0,Petrol,1.5,1,0,0,0,0,0,0,1
2017,23295,Automatic,25876.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,31995,Semi-Auto,7992.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,28999,Semi-Auto,6700.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,21133,Semi-Auto,46080.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,31990,Automatic,20.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,34790,Automatic,3000.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,23499,Automatic,14651.0,Petrol,1.5,1,0,0,0,0,0,0,1
2018,27991,Semi-Auto,5386.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,36791,Automatic,6664.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,33790,Automatic,6325.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,39790,Automatic,3700.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,36791,Automatic,1765.0,Petrol,1.5,1,0,0,0,0,0,0,1
2016,21991,Semi-Auto,26483.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,23410,Semi-Auto,10218.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,23250,Semi-Auto,9169.0,Petrol,1.5,0,0,0,1,0,0,0,1
2020,39991,Semi-Auto,1173.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,22052,Automatic,13567.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,22495,Semi-Auto,13919.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,25995,Semi-Auto,7868.0,Diesel,1.6,0,0,0,1,1,0,0,0
2019,23900,Semi-Auto,14755.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,29900,Semi-Auto,1342.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,39400,Semi-Auto,11838.0,Petrol,3.0,0,0,0,1,0,0,0,1
2019,27400,Semi-Auto,11723.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,32900,Semi-Auto,3579.0,Petrol,2.0,0,0,0,1,0,0,0,1
2020,34900,Semi-Auto,3478.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,15900,Manual,9870.0,Diesel,1.6,0,1,0,0,1,0,0,0
2018,20690,Semi-Auto,15900.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,29775,Semi-Auto,5059.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,22956,Automatic,13002.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,27992,Semi-Auto,12838.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,25316,Semi-Auto,12695.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,27086,Semi-Auto,5578.0,Diesel,1.6,0,0,0,1,1,0,0,0
2019,27776,Semi-Auto,6389.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,18491,Semi-Auto,18390.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,30181,Automatic,1786.0,Diesel,2.0,1,0,0,0,1,0,0,0
2018,23480,Automatic,7351.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,22678,Automatic,15133.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,29480,Semi-Auto,3299.0,Petrol,2.0,0,0,0,1,0,0,0,1
2018,24546,Automatic,12397.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,24295,Automatic,6063.0,Petrol,1.5,1,0,0,0,0,0,0,1
2017,19995,Semi-Auto,43000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,22995,Semi-Auto,20000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,26076,Semi-Auto,4510.0,Diesel,2.0,0,0,0,1,1,0,0,0
2018,27872,Semi-Auto,14157.0,Diesel,2.0,0,0,0,1,1,0,0,0
2018,21342,Semi-Auto,6721.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,25980,Semi-Auto,9156.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,26280,Semi-Auto,11923.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,26795,Semi-Auto,22000.0,Diesel,2.0,0,0,0,1,1,0,0,0
2020,33995,Semi-Auto,30.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,25400,Semi-Auto,14682.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,22900,Semi-Auto,21481.0,Petrol,1.5,0,0,0,1,0,0,0,1
2020,33400,Semi-Auto,213.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,28900,Semi-Auto,1416.0,Petrol,2.0,0,0,0,1,0,0,0,1
2018,22900,Semi-Auto,23831.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,29995,Semi-Auto,6828.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,30910,Semi-Auto,11810.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,20991,Semi-Auto,26000.0,Hybrid,2.1,0,0,0,1,0,1,0,0
2017,24132,Semi-Auto,12586.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,36991,Automatic,3498.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,28706,Semi-Auto,1808.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,25402,Semi-Auto,16212.0,Petrol,2.0,0,0,0,1,0,0,0,1
2015,22402,Semi-Auto,21123.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,23952,Automatic,20142.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,17443,Semi-Auto,55877.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,18700,Semi-Auto,26765.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,25446,Automatic,16281.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,22444,Automatic,5526.0,Petrol,1.5,1,0,0,0,0,0,0,1
2016,31342,Automatic,34587.0,Petrol,3.0,1,0,0,0,0,0,0,1
2017,23056,Automatic,23378.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,16732,Automatic,33350.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,22805,Automatic,11259.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,21700,Semi-Auto,23114.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,30480,Semi-Auto,51218.0,Petrol,4.0,0,0,0,1,0,0,0,1
2020,47980,Semi-Auto,4462.0,Petrol,3.0,0,0,0,1,0,0,0,1
2018,22498,Semi-Auto,3900.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16452,Semi-Auto,69564.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,23781,Semi-Auto,25111.0,Petrol,2.0,0,0,0,1,0,0,0,1
2015,19995,Semi-Auto,39000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,34995,Semi-Auto,8294.0,Petrol,3.0,0,0,0,1,0,0,0,1
2017,43082,Automatic,16386.0,Petrol,4.0,1,0,0,0,0,0,0,1
2017,19000,Semi-Auto,20070.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,12900,Semi-Auto,24600.0,Petrol,1.6,0,0,0,1,0,0,0,1
2017,21998,Semi-Auto,15935.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,26998,Semi-Auto,6926.0,Diesel,2.0,0,0,0,1,1,0,0,0
2014,14498,Semi-Auto,49152.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,17998,Semi-Auto,24209.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,18298,Semi-Auto,38195.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,19998,Semi-Auto,34850.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2018,16498,Semi-Auto,27342.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,37946,Automatic,24711.0,Petrol,4.0,1,0,0,0,0,0,0,1
2016,13412,Semi-Auto,54546.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,22597,Semi-Auto,23366.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,16270,Automatic,38444.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,22162,Semi-Auto,48142.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,17681,Semi-Auto,16607.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,33322,Semi-Auto,32376.0,Petrol,4.0,0,0,0,1,0,0,0,1
2019,26356,Semi-Auto,4128.0,Diesel,2.0,0,0,0,1,1,0,0,0
2014,14990,Semi-Auto,57499.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,14490,Semi-Auto,51866.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,13680,Manual,40880.0,Diesel,1.6,0,1,0,0,1,0,0,0
2019,23490,Semi-Auto,14833.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,20990,Semi-Auto,30447.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,20490,Semi-Auto,11773.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,18990,Semi-Auto,41935.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,24490,Semi-Auto,6247.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,20990,Semi-Auto,14704.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,31890,Automatic,1499.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,29890,Automatic,1499.0,Diesel,1.6,1,0,0,0,1,0,0,0
2019,33490,Semi-Auto,2440.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,24950,Semi-Auto,17635.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,23450,Automatic,18199.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,19440,Semi-Auto,29409.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2017,19945,Semi-Auto,16425.0,Diesel,1.6,0,0,0,1,1,0,0,0
2019,34255,Semi-Auto,2088.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,26750,Automatic,2591.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,29450,Automatic,7275.0,Diesel,2.0,1,0,0,0,1,0,0,0
2016,11525,Manual,61633.0,Petrol,2.0,0,1,0,0,0,0,0,1
2019,23254,Automatic,12605.0,Diesel,2.0,1,0,0,0,1,0,0,0
2017,20495,Automatic,26367.0,Petrol,2.0,1,0,0,0,0,0,0,1
2015,17435,Automatic,33384.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,23060,Semi-Auto,27830.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,18498,Semi-Auto,30490.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2016,14998,Semi-Auto,66732.0,Hybrid,2.1,0,0,0,1,0,1,0,0
